Clave de Cartera,Número de solicitud,Nombre de PPI,Descripción de PPI,Clave Tipo de PPI,Tipo de PPI,Entidad Federativa,Descripción de Entidad,Total,Anteriores,ANIO_1,ANIO_2,ANIO_3,ANIO_4,ANIO_5,Posteriores,Monto Asignado,Ramo,Descripción de Ramo,Unidad,Descripción de Unidad,Fecha de Inicio,Fecha Fin,Fase descripción,Monto Calendario Fiscal 2022,Monto Calendario Propios 2022
'1018TOQ0039,366,1620 Distribución Valle de México,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,5955250009,0,0,0,0,0,0,0,180214373,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,27/11/2013,30/09/2049,Registrado,180214373,
'1018TOQ0037,367,Los Azufres III (Fase I),Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),16,MICHOACAN,1526496011,0,0,0,0,0,0,0,114000008,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,26/02/2015,31/07/2024,Registrado,114000008,
'1118TOQ0016,374,CT José López Portillo,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),5,COAHUILA DE ZARAGOZA,5070285500,0,0,0,0,0,0,0,219350000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,24/11/2017,11/03/2048,Registrado,219350000,
'1118TOQ0026,376,1721 DISTRIBUCIÓN NORTE,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,2104166343,0,0,0,0,0,0,0,34251482,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,05/05/2015,09/06/2049,Registrado,34251482,
'1118TOQ0015,377,Red de Transmisión Asociada al CC Noreste,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),19,NUEVO LEON,1981407579,0,0,0,0,0,0,0,119002603,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/12/2017,28/02/2040,Registrado,119002603,
'1118TOQ0025,378,1720 Distribución Valle de México,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),15,ESTADO DE MEXICO,1242300010,0,0,0,0,0,0,0,15391421,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,17/08/2018,21/09/2048,Registrado,15391421,
'1118TOQ0021,379,Red de Transmisión Asociada al CC Norte III,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),8,CHIHUAHUA,474191097,0,0,0,0,0,0,0,40190004,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,11/03/2019,30/11/2028,Registrado,40190004,
'1118TOQ0014,380,Los Humeros III,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),21,PUEBLA,2836952147,0,0,0,0,0,0,0,92767892,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,29/06/2017,24/07/2042,Registrado,128153865,
'1118TOQ0013,382,Baja California Sur V,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),3,BAJA CALIFORNIA SUR,2289888521,0,0,0,0,0,0,0,207499996,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,12/09/2016,27/04/2026,Registrado,207499996,
'1118TOQ0027,384,1722 Distribución Sur,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,525532909,0,0,0,0,0,0,0,41504362,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,19/08/2016,01/10/2048,Registrado,41504362,
'1118TOQ0023,385,Chicoasén II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),7,CHIAPAS,10316702427,0,0,0,0,0,0,0,191467213,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,09/08/2024,09/09/2054,Registrado,293860387,
'1118TOQ0024,386,Red de transmisión asociada a la CH Chicoasén II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),7,CHIAPAS,50388877,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,03/01/2033,Registrado,1198430,
'1118TOQ0017,388,1701 Subestación Chimalpa Dos,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),15,ESTADO DE MEXICO,1292239545,0,0,0,0,0,0,0,56192099,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,19/10/2016,29/09/2036,Registrado,56192099,
'1118TOQ0020,389,1703  Conversión a 400 kV de la Riviera Maya,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1442476598,0,0,0,0,0,0,0,112999998,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,13/02/2015,31/07/2024,Registrado,112999998,
'1118TOQ0018,390,1702 Transmisión y Transformación Baja - Noine,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1080306380,0,0,0,0,0,0,0,74089993,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,28/11/2013,31/07/2026,Registrado,74089993,
'1118TOQ0028,391,1704 Interconexión sist aislados Guerrero Negro Sta Rosalía,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),3,BAJA CALIFORNIA SUR,418432656,0,0,0,0,0,0,0,28269992,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,22/07/2014,31/07/2026,Registrado,28269992,
'1218TOQ0026,395,Empalme I,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),26,SONORA,15229109013,0,0,0,0,0,0,0,718658168,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,26/03/2019,30/04/2049,Registrado,735675157,
'1218TOQ0027,396,Red de Transmisión Asociada al CC Empalme I,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),26,SONORA,3043935338,0,0,0,0,0,0,0,82003362,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,20/07/2017,25/08/2047,Registrado,82003362,
'1218TOQ0032,397,Valle de México II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),15,ESTADO DE MEXICO,14584578859,0,0,0,0,0,0,0,390605977,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,22/08/2021,30/09/2031,Registrado,395060113,
'1218TOQ0035,399,Red de Transmisión Asociada al CC Topolobampo III,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,594827944,0,0,0,0,0,0,0,49384992,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,16/05/2019,30/11/2028,Registrado,49384992,
'1218TOQ0034,402,LT en Corriente Directa Ixtepec Potencia-Yautepec Potencia,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,5293100000,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,31/05/2023,29/05/2047,Registrado,661637500,
'1218TOQ0025,403,1805 Línea de Transmisión Huasteca - Monterrey,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,5224776105,0,0,0,0,0,0,0,12023683,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,24/04/2023,24/05/2032,Registrado,27341957,
'1218TOQ0024,404,1801 Subestaciones Baja - Noroeste,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,165973744,0,0,0,0,0,0,0,13161185,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,04/12/2014,31/07/2024,Registrado,13161185,
'1218TOQ0022,405,1803 Subestaciones del Occidental,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1477995641,0,0,0,0,0,0,0,100447438,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,15/05/2015,29/09/2036,Registrado,100447438,
'1218TOQ0021,406,1802 Subestaciones y Líneas de Transmisión del Norte,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1663343550,0,0,0,0,0,0,0,89843198,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,16/02/2016,12/07/2047,Registrado,89843198,
'1218TOQ0023,407,1804 Subestaciones y Líneas Transmisión Oriental-Peninsular,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1099281571,0,0,0,0,0,0,0,92999993,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,16/11/2015,09/12/2026,Registrado,92999993,
'1218TOQ0038,408,1820 Divisiones de Distribución del Valle de México,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1022501593,0,0,0,0,0,0,0,48688136,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,31/05/2018,11/03/2048,Registrado,48688136,
'1218TOQ0031,409,1821 Divisiones de Distribución,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,2422981929,0,0,0,0,0,0,0,34784503,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,04/07/2017,09/07/2049,Registrado,34784503,
'1218TOQ0020,410,CCC TULA PAQUETES 1 Y 2,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),13,HIDALGO,7271431011,0,0,0,0,0,0,0,337706099,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,06/12/2018,11/03/2048,Registrado,337868352,
'1218TOQ0019,411,CH TEMASCAL UNIDADES 1 A 4,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),20,OAXACA,542621985,0,0,0,0,0,0,0,29749006,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,15/06/2017,11/03/2048,Registrado,29749006,
'1318TOQ0026,415,Empalme II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),26,SONORA,14962655493,0,0,0,0,0,0,0,288044967,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,14/08/2019,11/09/2052,Registrado,291967827,
'1318TOQ0025,416,Red de Transmisión Asociada al CC Empalme II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),26,SONORA,2025453805,0,0,0,0,0,0,0,68592057,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,16/08/2017,11/03/2048,Registrado,68592057,
'1318TOQ0021,418,1901 Subestaciones de Baja California,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,385690515,0,0,0,0,0,0,0,17665445,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,30/09/2016,29/09/2036,Registrado,17665445,
'1318TOQ0020,419,1902 Subestaciones y Compensación del Noroeste,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),25,SINALOA,1431681159,0,0,0,0,0,0,0,89604455,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,06/09/2016,29/09/2036,Registrado,89604455,
'1318TOQ0019,420,1903 Subestaciones Norte - Noreste,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,324733880,0,0,0,0,0,0,0,28500002,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,25/04/2016,27/04/2026,Registrado,28500002,
'1318TOQ0018,421,1904 Transmisión y Transformación de Occidente,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,948785719,0,0,0,0,0,0,0,42240004,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,28/04/2017,09/12/2026,Registrado,42240004,
'1318TOQ0017,422,1905 Transmisión Sureste - Peninsular,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1256012188,0,0,0,0,0,0,0,61586305,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/08/2016,29/09/2036,Registrado,61586305,
'1318TOQ0023,423,1920 Subestaciones y Líneas de Distribución,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1216087479,0,0,0,0,0,0,0,42934708,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,15/10/2016,27/11/2048,Registrado,42934708,
'1318TOQ0024,424,1921 Reducción de Pérdidas de Energía en Distribución,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,9190151646,0,0,0,0,0,0,0,409188118,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,23/01/2016,11/03/2048,Registrado,409188118,
'1418TOQ0050,425,San Luis Potosí,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),24,SAN LUIS POTOSI,17869314986,0,0,0,0,0,0,0,25578500,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,01/01/2052,Registrado,43536281,
'1418TOQ0044,427,Lerdo (Norte IV),Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),10,DURANGO,20784927245,0,0,0,0,0,0,0,23149528,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2023,01/10/2053,Registrado,58048374,
'1418TOQ0035,429,Los Azufres III Fase II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),16,MICHOACAN,1402699629,0,0,0,0,0,0,0,11470837,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,08/10/2019,30/10/2039,Registrado,18743519,
'1418TOQ0036,430,Red de transmisión asociada a la CG Los Azufres III Fase II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),16,MICHOACAN,95684163,0,0,0,0,0,0,0,3131314,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,18/04/2018,11/03/2048,Registrado,3131314,
'1418TOQ0034,431,Cerritos Colorados Fase I,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),14,JALISCO,1431184094,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,30/05/2034,Registrado,30489138,
'1418TOQ0047,432,Las Cruces,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),18,NAYARIT,16643893760,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,30/09/2050,Registrado,1565990941,
'1418TOQ0048,433,Red de transmisión asociada a la CH Las Cruces,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),18,NAYARIT,565572286,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,03/05/2032,Registrado,4038500,
'1418TOQ0037,436,Red de Transmisión Asociada a la CI Santa Rosalía II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),3,BAJA CALIFORNIA SUR,104979517,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,31/12/2032,Registrado,132820,
'1418TOQ0039,438,2001 Subestaciones y Líneas Baja California Sur - Noroeste,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1405298176,0,0,0,0,0,0,0,72765898,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,26/11/2017,29/07/2049,Registrado,72765898,
'1418TOQ0038,439,2002 Subestaciones y Líneas de las Áreas Norte - Occidental,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,3024821999,0,0,0,0,0,0,0,100674311,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,10/08/2018,11/03/2049,Registrado,100674311,
'1418TOQ0040,440,"SLT 2020 Subestaciones, Líneas y Redes de Distribución",Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,3449245954,0,0,0,0,0,0,0,34048901,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,12/11/2018,09/12/2049,Registrado,34048901,
'1418TOQ0054,441,SLT 2021 Reducción de Pérdidas de Energía en Distribución,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,11379279200,0,0,0,0,0,0,0,542277357,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,23/09/2016,12/03/2049,Registrado,542277357,
'1518TOQ0017,445,San Luis Río Colorado I,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),26,SONORA,6813288797,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2023,01/07/2052,Registrado,56539882,
'1518TOQ0014,447,Guadalajara I,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),14,JALISCO,18452461354,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2023,01/12/2033,Registrado,25474305,
'1518TOQ0012,451,Mérida,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),31,YUCATAN,13852550076,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,15/03/2023,30/06/2034,Registrado,45236100,
'1518TOQ0015,452,Salamanca,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),11,GUANAJUATO,13644094206,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/11/2024,02/06/2034,Registrado,17714993,
'1518TOQ0008,453,2101 Compensación Capacitiva Baja - Occidental,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,235290599,0,0,0,0,0,0,0,3942847,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,12/06/2020,30/07/2030,Registrado,3942847,
'1518TOQ0011,454,SLT 2120 Subestaciones y Líneas de Distribución,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1718556416,0,0,0,0,0,0,0,4839662,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,21/11/2018,03/01/2048,Registrado,7575652,
'1518TOQ0013,455,SLT 2121 Reducción de Pérdidas de Energía en Distribución,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,2716951521,0,0,0,0,0,0,0,51474578,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,12/06/2018,15/07/2048,Registrado,51474578,
'1953TVV0001,456,CCI Baja California Sur VI,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),3,BAJA CALIFORNIA SUR,2924454090,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/01/2024,01/06/2044,Registrado,35371028,
'2053TVV0001,457,Transf y Transm Qro IslaCarmen NvoCasasGrands y Huasteca,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1825880396,0,0,0,0,0,0,0,16993900,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/06/2023,02/06/2053,Registrado,40580591,
'2053TVV0002,458,Incremento de Capacidad de Transm en Las Delicias-Querétaro,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),34,NO DISTRIBUIBLE GEOGRAFICAMENTE,1398328624,0,0,0,0,0,0,0,9676400,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/11/2023,01/11/2053,Registrado,41842263,
'2053TVV0003,459,LT Corriente Alterna Submarina Playacar - Chankanaab II,Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),23,QUINTANA ROO,2920166338,0,0,0,0,0,0,0,692716,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,02/05/2024,02/05/2054,Registrado,692716,
'2053TVV0004,460,Suministro de energía Zona Veracruz (antes Olmeca Bco1),Infraestructura económica (PIDIREGAS),12,Infraestructura económica (PIDIREGAS),30,VERACRUZ,3037592140,0,0,0,0,0,0,0,6975494,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/05/2024,02/05/2054,Registrado,6975494,
'0316B000058,3404,"Construcción de infraestructura para la Zona de Riego de la Zona Citricola, Yuc.",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,31,YUCATAN,1248802522,930188512,53102335,53102335,53102335,53102335,53102335,0,0,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/01/1990,31/12/2022,Vigente,47792101,0
'0218T4L0039,3699,Proyecto Tamaulipas Constituciones,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,64811975624,46643936248,1867660190,3728196609,2134269138,1062411785,1130718259,6036867605,1835737900,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/01/2001,31/12/2044,Vigente,0,2207915790
'0321W3N0149,4598,Adquisición de edificio por medio de arrendamiento financiero,Proyecto de Inversión de Inmuebles,4,Proyecto de Inversión de Inmuebles,9,CIUDAD DE MÉXICO,437200795,121589951,48779742,43182541,38227582,33841177,29958087,66519270,0,21,Turismo,W3N,Fondo Nacional de Fomento al Turismo,01/12/2003,31/05/2023,Vigente,55102445,0
'0316B000230,5686,Integración de oficinas centrales de la CNA,Proyecto de Inversión de Inmuebles,4,Proyecto de Inversión de Inmuebles,9,CIUDAD DE MÉXICO,2996456773,1923791976,153673319,153163505,152690748,152252349,151845820,154815960,20000000,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/10/2003,31/10/2023,Vigente,154223096,0
'03121100001,8715,Creacion del Instituto Nacional de Medicina Genómica. 2005-2022,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,2739188252,2560943895,0,0,0,0,0,0,178244357,12,Salud,NCH,Instituto Nacional de Medicina Genómica,01/10/2005,31/12/2022,Vigente,178244357,0
'04096500001,9180,Acceso al Puerto de Veracruz,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,1661448745,885023343,117901051,222518866,55629717,0,11773778,0,0,9,Comunicaciones y Transportes,650,Centro SCT Veracruz,01/01/2004,31/12/2022,Vigente,368601990,0
